transaction_id,timestamp,sender_id,receiver_id,amount,transaction_type,device_id,ip_address,is_fraud
TXN000693,1774547896,ACC_N2842,ACC_N3773,321.55,PAYMENT,DEV_N3035,192.168.1.206,0
TXN000694,1774547897,ACC_N1406,ACC_N4410,284.05,PAYMENT,DEV_N3224,192.168.1.90,0
TXN000695,1774547898,ACC_N3264,ACC_N3866,113.17,PAYMENT,DEV_N4392,192.168.1.122,0
TXN000696,1774547902,ACC_N4053,ACC_N1551,157.24,PAYMENT,DEV_N3955,192.168.1.152,0
TXN000697,1774547906,ACC_F104,ACC_F102,6747.5,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000698,1774547911,ACC_N3041,ACC_N1009,91.7,DEPOSIT,DEV_N4215,192.168.1.145,0
TXN000699,1774547912,ACC_N1364,ACC_N2920,120.33,PAYMENT,DEV_N1386,192.168.1.125,0
TXN000700,1774547916,ACC_N2124,ACC_N1228,377.86,TRANSFER,DEV_N2869,192.168.1.101,0
TXN000701,1774547918,ACC_N3005,ACC_N2418,465.08,PAYMENT,DEV_N1314,192.168.1.196,0
TXN000702,1774547919,ACC_N2454,ACC_N4560,27.17,DEPOSIT,DEV_N2588,192.168.1.48,0
TXN000703,1774547920,ACC_N3506,ACC_N4122,9.0,PAYMENT,DEV_N3874,192.168.1.84,0
TXN000704,1774547924,ACC_N2234,ACC_N1152,207.8,DEPOSIT,DEV_N3732,192.168.1.62,0
TXN000705,1774547927,ACC_N4382,ACC_N4677,10.2,PAYMENT,DEV_N1108,192.168.1.99,0
TXN000706,1774547932,ACC_N1288,ACC_N2644,293.32,DEPOSIT,DEV_N1761,192.168.1.120,0
TXN000707,1774547936,ACC_N2923,ACC_N1405,338.11,TRANSFER,DEV_N3796,192.168.1.202,0
TXN000708,1774547938,ACC_N4870,ACC_N3626,270.58,TRANSFER,DEV_N1240,192.168.1.92,0
TXN000709,1774547941,ACC_N3624,ACC_N2666,12.54,TRANSFER,DEV_N1441,192.168.1.133,0
TXN000710,1774547942,ACC_N4001,ACC_N3425,136.35,PAYMENT,DEV_N2683,192.168.1.150,0
TXN000711,1774547945,ACC_N1733,ACC_N2488,34.07,TRANSFER,DEV_N2446,192.168.1.125,0
TXN000712,1774547947,ACC_N1053,ACC_N3926,494.78,DEPOSIT,DEV_N2772,192.168.1.11,0
TXN000713,1774547949,ACC_N3797,ACC_N1695,485.5,DEPOSIT,DEV_N2474,192.168.1.189,0
TXN000714,1774547952,ACC_N1799,ACC_N2006,325.41,PAYMENT,DEV_N2577,192.168.1.7,0
TXN000715,1774547953,ACC_N3016,ACC_N1050,308.21,DEPOSIT,DEV_N2794,192.168.1.214,0
TXN000716,1774547954,ACC_N3672,ACC_N3141,209.37,PAYMENT,DEV_N3270,192.168.1.232,0
TXN000717,1774547957,ACC_N1852,ACC_N2398,499.11,PAYMENT,DEV_N4976,192.168.1.202,0
TXN000718,1774547960,ACC_N2876,ACC_N4381,355.31,TRANSFER,DEV_N2311,192.168.1.169,0
TXN000719,1774547963,ACC_N3450,ACC_N2615,25.92,PAYMENT,DEV_N4190,192.168.1.209,0
TXN000720,1774547968,ACC_N4698,ACC_N2872,155.62,PAYMENT,DEV_N3939,192.168.1.85,0
TXN000721,1774547972,ACC_N3437,ACC_N2601,123.87,DEPOSIT,DEV_N1571,192.168.1.248,0
TXN000722,1774547974,ACC_N1640,ACC_N3904,441.8,PAYMENT,DEV_N3307,192.168.1.186,0
TXN000723,1774547977,ACC_N2723,ACC_N4951,479.24,PAYMENT,DEV_N2732,192.168.1.180,0
TXN000724,1774547978,ACC_N1146,ACC_N2022,108.94,PAYMENT,DEV_N2061,192.168.1.157,0
TXN000725,1774547983,ACC_N2485,ACC_N2119,117.9,DEPOSIT,DEV_N1221,192.168.1.221,0
TXN000726,1774547984,ACC_F102,ACC_F102,9716.57,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000727,1774547986,ACC_N1565,ACC_N3171,472.14,DEPOSIT,DEV_N2434,192.168.1.235,0
TXN000728,1774547991,ACC_F105,ACC_F101,5255.31,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000729,1774547995,ACC_N2194,ACC_N2838,337.49,DEPOSIT,DEV_N2701,192.168.1.39,0
TXN000730,1774547998,ACC_N2070,ACC_N4091,61.82,PAYMENT,DEV_N3342,192.168.1.36,0
TXN000731,1774548003,ACC_N2080,ACC_N2741,204.48,PAYMENT,DEV_N3066,192.168.1.245,0
TXN000732,1774548008,ACC_N1560,ACC_N2411,385.38,PAYMENT,DEV_N1972,192.168.1.169,0
TXN000733,1774548011,ACC_N4269,ACC_N3562,407.19,TRANSFER,DEV_N3246,192.168.1.223,0
TXN000734,1774548015,ACC_F104,ACC_F103,6934.02,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000735,1774548020,ACC_N3799,ACC_N4640,150.69,PAYMENT,DEV_N1440,192.168.1.80,0
TXN000736,1774548024,ACC_N1281,ACC_N3043,325.42,PAYMENT,DEV_N2456,192.168.1.146,0
TXN000737,1774548027,ACC_N4095,ACC_N2760,204.84,PAYMENT,DEV_N4228,192.168.1.220,0
TXN000738,1774548029,ACC_N3088,ACC_N3220,169.63,DEPOSIT,DEV_N3718,192.168.1.35,0
TXN000739,1774548033,ACC_N1884,ACC_N1993,201.13,PAYMENT,DEV_N2950,192.168.1.248,0
TXN000740,1774548035,ACC_N3197,ACC_N1596,116.31,DEPOSIT,DEV_N4107,192.168.1.75,0
TXN000741,1774548036,ACC_N1100,ACC_N3759,461.6,DEPOSIT,DEV_N2821,192.168.1.22,0
TXN000742,1774548041,ACC_N2459,ACC_N2306,276.64,DEPOSIT,DEV_N4058,192.168.1.59,0
TXN000743,1774548046,ACC_N4724,ACC_N2147,142.28,PAYMENT,DEV_N2360,192.168.1.180,0
TXN000744,1774548050,ACC_N1107,ACC_N2567,402.67,PAYMENT,DEV_N3446,192.168.1.162,0
TXN000745,1774548051,ACC_N2201,ACC_N4622,481.69,TRANSFER,DEV_N3735,192.168.1.213,0
TXN000746,1774548056,ACC_N2679,ACC_N1253,19.46,TRANSFER,DEV_N1216,192.168.1.7,0
TXN000747,1774548057,ACC_N1272,ACC_N2666,333.39,PAYMENT,DEV_N4609,192.168.1.95,0
TXN000748,1774548062,ACC_N2487,ACC_N4943,206.27,DEPOSIT,DEV_N2329,192.168.1.244,0
TXN000749,1774548064,ACC_N2349,ACC_N2378,436.14,PAYMENT,DEV_N1806,192.168.1.19,0
TXN000750,1774548068,ACC_N3640,ACC_N3474,128.83,DEPOSIT,DEV_N4433,192.168.1.48,0
TXN000751,1774548070,ACC_N4726,ACC_N2482,386.07,DEPOSIT,DEV_N3798,192.168.1.100,0
TXN000752,1774548074,ACC_N2735,ACC_N4143,497.5,DEPOSIT,DEV_N3869,192.168.1.184,0
TXN000753,1774548075,ACC_N1655,ACC_N3527,114.4,DEPOSIT,DEV_N2955,192.168.1.15,0
TXN000754,1774548078,ACC_N1306,ACC_N1314,457.75,DEPOSIT,DEV_N4009,192.168.1.74,0
TXN000755,1774548083,ACC_N1357,ACC_N2694,61.0,PAYMENT,DEV_N4903,192.168.1.48,0
TXN000756,1774548084,ACC_F100,ACC_F103,6794.98,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000757,1774548088,ACC_N4270,ACC_N3896,313.94,DEPOSIT,DEV_N3130,192.168.1.164,0
TXN000758,1774548089,ACC_N2358,ACC_N1823,490.03,DEPOSIT,DEV_N1059,192.168.1.209,0
TXN000759,1774548092,ACC_N2466,ACC_N3586,422.37,DEPOSIT,DEV_N1429,192.168.1.40,0
TXN000760,1774548097,ACC_N1158,ACC_N1905,90.31,PAYMENT,DEV_N4380,192.168.1.165,0
TXN000761,1774548099,ACC_N1085,ACC_N3744,82.26,PAYMENT,DEV_N2892,192.168.1.88,0
TXN000762,1774548101,ACC_N4696,ACC_N4938,16.6,DEPOSIT,DEV_N3795,192.168.1.92,0
TXN000763,1774548103,ACC_N3020,ACC_N3866,240.93,DEPOSIT,DEV_N1889,192.168.1.176,0
TXN000764,1774548104,ACC_N4570,ACC_N3934,305.74,TRANSFER,DEV_N3904,192.168.1.22,0
TXN000765,1774548105,ACC_N1775,ACC_N1929,183.57,TRANSFER,DEV_N2916,192.168.1.106,0
TXN000766,1774548106,ACC_N2247,ACC_N1043,217.91,DEPOSIT,DEV_N3183,192.168.1.199,0
TXN000767,1774548110,ACC_N4107,ACC_N2668,206.13,PAYMENT,DEV_N2436,192.168.1.175,0
TXN000768,1774548114,ACC_N4919,ACC_N1156,35.75,DEPOSIT,DEV_N2014,192.168.1.9,0
TXN000769,1774548116,ACC_N2628,ACC_N3904,234.65,DEPOSIT,DEV_N2448,192.168.1.30,0
TXN000770,1774548117,ACC_N3245,ACC_N1618,31.38,PAYMENT,DEV_N3686,192.168.1.193,0
TXN000771,1774548120,ACC_N2998,ACC_N1801,143.94,TRANSFER,DEV_N4144,192.168.1.199,0
TXN000772,1774548123,ACC_N3600,ACC_N4860,72.9,PAYMENT,DEV_N4106,192.168.1.100,0
TXN000773,1774548124,ACC_F104,ACC_F103,6839.4,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000774,1774548125,ACC_N3527,ACC_N4990,441.8,DEPOSIT,DEV_N2394,192.168.1.179,0
TXN000775,1774548128,ACC_N1611,ACC_N2342,253.87,DEPOSIT,DEV_N1339,192.168.1.167,0
TXN000776,1774548130,ACC_N3776,ACC_N3949,454.25,DEPOSIT,DEV_N1023,192.168.1.29,0
TXN000777,1774548134,ACC_N3747,ACC_N3018,421.71,TRANSFER,DEV_N4798,192.168.1.146,0
TXN000778,1774548135,ACC_N3118,ACC_N2410,154.17,DEPOSIT,DEV_N2054,192.168.1.249,0
TXN000779,1774548140,ACC_N1841,ACC_N3697,352.86,DEPOSIT,DEV_N2829,192.168.1.234,0
TXN000780,1774548144,ACC_N2084,ACC_N4382,357.3,PAYMENT,DEV_N4557,192.168.1.174,0
TXN000781,1774548147,ACC_N1873,ACC_N2998,109.84,TRANSFER,DEV_N4031,192.168.1.23,0
TXN000782,1774548151,ACC_N3157,ACC_N2886,136.22,TRANSFER,DEV_N1942,192.168.1.74,0
TXN000783,1774548156,ACC_N2027,ACC_N1058,425.28,DEPOSIT,DEV_N4040,192.168.1.134,0
TXN000784,1774548158,ACC_N4885,ACC_N4296,371.7,TRANSFER,DEV_N1530,192.168.1.62,0
TXN000785,1774548162,ACC_N3434,ACC_N2418,416.45,DEPOSIT,DEV_N2008,192.168.1.125,0
TXN000786,1774548163,ACC_N2174,ACC_N2860,289.75,PAYMENT,DEV_N3637,192.168.1.65,0
TXN000787,1774548164,ACC_F102,ACC_F101,9634.26,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000788,1774548165,ACC_F103,ACC_F104,8618.74,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000789,1774548166,ACC_N4553,ACC_N2308,33.39,DEPOSIT,DEV_N3202,192.168.1.235,0
TXN000790,1774548171,ACC_N4858,ACC_N1109,130.34,PAYMENT,DEV_N3364,192.168.1.28,0
TXN000791,1774548176,ACC_N1054,ACC_N2864,120.0,PAYMENT,DEV_N4896,192.168.1.44,0
TXN000792,1774548177,ACC_N4511,ACC_N1630,359.0,TRANSFER,DEV_N4090,192.168.1.69,0
TXN000793,1774548182,ACC_F101,ACC_F102,5335.61,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000794,1774548183,ACC_N1897,ACC_N3904,109.81,PAYMENT,DEV_N1693,192.168.1.126,0
TXN000795,1774548186,ACC_F100,ACC_F101,8784.12,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000796,1774548191,ACC_N4375,ACC_N3324,108.64,PAYMENT,DEV_N3948,192.168.1.188,0
TXN000797,1774548193,ACC_N4886,ACC_N1546,345.91,TRANSFER,DEV_N1156,192.168.1.76,0
TXN000798,1774548196,ACC_N3162,ACC_N1455,311.96,PAYMENT,DEV_N4761,192.168.1.145,0
TXN000799,1774548199,ACC_N4620,ACC_N2102,428.03,DEPOSIT,DEV_N3969,192.168.1.217,0
TXN000800,1774548200,ACC_N1632,ACC_N4521,85.78,TRANSFER,DEV_N1080,192.168.1.111,0
TXN000801,1774548205,ACC_F102,ACC_F100,9922.6,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000802,1774548208,ACC_F104,ACC_F102,9016.73,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000803,1774548211,ACC_N1786,ACC_N4461,212.05,TRANSFER,DEV_N1076,192.168.1.159,0
TXN000804,1774548216,ACC_N1552,ACC_N2101,400.6,DEPOSIT,DEV_N1771,192.168.1.70,0
TXN000805,1774548217,ACC_N1168,ACC_N2743,328.58,PAYMENT,DEV_N3060,192.168.1.140,0
TXN000806,1774548218,ACC_F103,ACC_F100,5998.06,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000807,1774548219,ACC_N3463,ACC_N2004,88.6,DEPOSIT,DEV_N2429,192.168.1.4,0
TXN000808,1774548224,ACC_N3132,ACC_N1930,351.23,PAYMENT,DEV_N2805,192.168.1.163,0
TXN000809,1774548229,ACC_N3204,ACC_N4503,196.3,PAYMENT,DEV_N3222,192.168.1.219,0
TXN000810,1774548234,ACC_N2882,ACC_N2823,264.45,TRANSFER,DEV_N1265,192.168.1.203,0
TXN000811,1774548238,ACC_F105,ACC_F103,5179.45,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000812,1774548243,ACC_N3823,ACC_N3641,420.94,PAYMENT,DEV_N1389,192.168.1.2,0
TXN000813,1774548245,ACC_N4968,ACC_N3769,278.23,TRANSFER,DEV_N3719,192.168.1.47,0
TXN000814,1774548249,ACC_N2702,ACC_N2915,388.17,PAYMENT,DEV_N1594,192.168.1.138,0
TXN000815,1774548253,ACC_N3775,ACC_N3789,434.14,TRANSFER,DEV_N2025,192.168.1.89,0
TXN000816,1774548254,ACC_N2430,ACC_N4654,443.34,PAYMENT,DEV_N1189,192.168.1.200,0
TXN000817,1774548257,ACC_N3863,ACC_N1416,424.94,DEPOSIT,DEV_N2078,192.168.1.10,0
TXN000818,1774548260,ACC_N3461,ACC_N3775,28.31,PAYMENT,DEV_N1589,192.168.1.87,0
TXN000819,1774548262,ACC_N3238,ACC_N2277,19.93,PAYMENT,DEV_N1363,192.168.1.94,0
TXN000820,1774548263,ACC_N1406,ACC_N2385,119.4,TRANSFER,DEV_N1477,192.168.1.220,0
TXN000821,1774548267,ACC_N1193,ACC_N3382,157.11,TRANSFER,DEV_N4732,192.168.1.52,0
TXN000822,1774548268,ACC_N2593,ACC_N1352,114.53,TRANSFER,DEV_N4176,192.168.1.182,0
TXN000823,1774548270,ACC_N2491,ACC_N3332,380.09,PAYMENT,DEV_N3444,192.168.1.187,0
TXN000824,1774548273,ACC_N1654,ACC_N1377,295.4,PAYMENT,DEV_N4184,192.168.1.55,0
TXN000825,1774548277,ACC_N4559,ACC_N1928,62.76,PAYMENT,DEV_N2199,192.168.1.200,0
TXN000826,1774548281,ACC_N4939,ACC_N3196,264.03,TRANSFER,DEV_N3943,192.168.1.105,0
TXN000827,1774548285,ACC_N4860,ACC_N1294,466.24,PAYMENT,DEV_N2793,192.168.1.171,0
TXN000828,1774548287,ACC_F104,ACC_F101,6146.13,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000829,1774548290,ACC_F104,ACC_F104,5545.87,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000830,1774548291,ACC_N1027,ACC_N3479,297.42,TRANSFER,DEV_N2704,192.168.1.46,0
TXN000831,1774548293,ACC_N4278,ACC_N3531,189.68,TRANSFER,DEV_N3493,192.168.1.157,0
TXN000832,1774548298,ACC_N2693,ACC_N4052,320.46,DEPOSIT,DEV_N3900,192.168.1.234,0
TXN000833,1774548299,ACC_N4668,ACC_N1595,423.68,DEPOSIT,DEV_N1299,192.168.1.250,0
TXN000834,1774548301,ACC_N2934,ACC_N2166,227.99,TRANSFER,DEV_N4102,192.168.1.154,0
TXN000835,1774548306,ACC_N2323,ACC_N2319,157.08,TRANSFER,DEV_N2655,192.168.1.186,0
TXN000836,1774548309,ACC_N2089,ACC_N4094,321.67,TRANSFER,DEV_N1043,192.168.1.196,0
TXN000837,1774548310,ACC_F101,ACC_F102,7904.2,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000838,1774548313,ACC_N3143,ACC_N2682,325.74,PAYMENT,DEV_N3781,192.168.1.65,0
TXN000839,1774548317,ACC_N1524,ACC_N4656,214.76,PAYMENT,DEV_N1579,192.168.1.224,0
TXN000840,1774548319,ACC_N4028,ACC_N1961,291.73,PAYMENT,DEV_N4888,192.168.1.224,0
TXN000841,1774548320,ACC_N2825,ACC_N3829,284.42,TRANSFER,DEV_N4617,192.168.1.136,0
TXN000842,1774548325,ACC_N3439,ACC_N4663,69.65,TRANSFER,DEV_N3955,192.168.1.188,0
TXN000843,1774548327,ACC_N3683,ACC_N3484,23.22,DEPOSIT,DEV_N2503,192.168.1.81,0
TXN000844,1774548332,ACC_N4464,ACC_N4788,418.56,TRANSFER,DEV_N4366,192.168.1.46,0
TXN000845,1774548333,ACC_N4195,ACC_N4896,481.31,PAYMENT,DEV_N3368,192.168.1.85,0
TXN000846,1774548337,ACC_N2678,ACC_N3060,31.62,PAYMENT,DEV_N4348,192.168.1.185,0
TXN000847,1774548338,ACC_N2841,ACC_N3874,256.1,TRANSFER,DEV_N3696,192.168.1.33,0
TXN000848,1774548341,ACC_N2597,ACC_N3910,464.2,PAYMENT,DEV_N2852,192.168.1.154,0
TXN000849,1774548345,ACC_N2850,ACC_N1177,455.7,DEPOSIT,DEV_N2753,192.168.1.216,0
TXN000850,1774548347,ACC_N2358,ACC_N4326,453.66,DEPOSIT,DEV_N4496,192.168.1.240,0
TXN000851,1774548348,ACC_N2284,ACC_N3169,187.48,DEPOSIT,DEV_N2155,192.168.1.33,0
TXN000852,1774548351,ACC_N2175,ACC_N2611,171.95,PAYMENT,DEV_N2151,192.168.1.181,0
TXN000853,1774548354,ACC_N3938,ACC_N1722,460.93,TRANSFER,DEV_N4245,192.168.1.56,0
TXN000854,1774548355,ACC_N3265,ACC_N2059,197.18,DEPOSIT,DEV_N1137,192.168.1.27,0
TXN000855,1774548358,ACC_N3857,ACC_N1167,255.71,PAYMENT,DEV_N3684,192.168.1.103,0
TXN000856,1774548360,ACC_N3059,ACC_N1559,431.73,DEPOSIT,DEV_N1953,192.168.1.114,0
TXN000857,1774548362,ACC_N2678,ACC_N3667,302.39,TRANSFER,DEV_N3622,192.168.1.240,0
TXN000858,1774548366,ACC_N3409,ACC_N1916,209.06,TRANSFER,DEV_N1660,192.168.1.218,0
TXN000859,1774548367,ACC_N3575,ACC_N4990,282.53,PAYMENT,DEV_N4203,192.168.1.107,0
TXN000860,1774548371,ACC_N2889,ACC_N3100,8.2,TRANSFER,DEV_N1149,192.168.1.48,0
TXN000861,1774548375,ACC_N4666,ACC_N1607,319.48,DEPOSIT,DEV_N3960,192.168.1.225,0
TXN000862,1774548378,ACC_N4496,ACC_N2938,369.7,PAYMENT,DEV_N1424,192.168.1.72,0
TXN000863,1774548379,ACC_N2893,ACC_N2707,318.33,DEPOSIT,DEV_N4789,192.168.1.157,0
TXN000864,1774548380,ACC_N1837,ACC_N4643,123.17,TRANSFER,DEV_N1683,192.168.1.67,0
TXN000865,1774548382,ACC_N2859,ACC_N3408,435.76,PAYMENT,DEV_N2611,192.168.1.246,0
TXN000866,1774548385,ACC_N3223,ACC_N1606,211.99,TRANSFER,DEV_N2296,192.168.1.198,0
TXN000867,1774548388,ACC_N1353,ACC_N1941,170.93,DEPOSIT,DEV_N3401,192.168.1.55,0
TXN000868,1774548390,ACC_N3424,ACC_N1458,428.42,TRANSFER,DEV_N2036,192.168.1.177,0
TXN000869,1774548395,ACC_N1574,ACC_N4485,431.55,PAYMENT,DEV_N1764,192.168.1.17,0
TXN000870,1774548399,ACC_N1787,ACC_N3920,198.97,PAYMENT,DEV_N4463,192.168.1.102,0
TXN000871,1774548404,ACC_N3329,ACC_N4929,218.73,TRANSFER,DEV_N4492,192.168.1.193,0
TXN000872,1774548409,ACC_N3435,ACC_N3912,93.03,TRANSFER,DEV_N2275,192.168.1.199,0
TXN000873,1774548410,ACC_N2767,ACC_N1152,221.17,DEPOSIT,DEV_N1474,192.168.1.92,0
TXN000874,1774548414,ACC_N4010,ACC_N3781,40.32,TRANSFER,DEV_N3845,192.168.1.242,0
TXN000875,1774548418,ACC_N2080,ACC_N2696,44.9,TRANSFER,DEV_N2656,192.168.1.204,0
TXN000876,1774548420,ACC_F105,ACC_F103,7927.3,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000877,1774548423,ACC_N3932,ACC_N4481,498.14,PAYMENT,DEV_N4640,192.168.1.93,0
TXN000878,1774548428,ACC_N4604,ACC_N1448,155.38,PAYMENT,DEV_N1623,192.168.1.165,0
TXN000879,1774548430,ACC_N2350,ACC_N4212,353.98,DEPOSIT,DEV_N4212,192.168.1.1,0
TXN000880,1774548432,ACC_N4311,ACC_N4512,150.9,DEPOSIT,DEV_N1720,192.168.1.110,0
TXN000881,1774548435,ACC_N3533,ACC_N4910,185.39,PAYMENT,DEV_N2178,192.168.1.136,0
TXN000882,1774548439,ACC_N4720,ACC_N3193,131.6,DEPOSIT,DEV_N1109,192.168.1.4,0
TXN000883,1774548443,ACC_N4374,ACC_N2412,78.14,TRANSFER,DEV_N4981,192.168.1.43,0
TXN000884,1774548446,ACC_N2677,ACC_N2550,54.12,PAYMENT,DEV_N4351,192.168.1.50,0
TXN000885,1774548447,ACC_F104,ACC_F105,7172.55,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000886,1774548449,ACC_N1438,ACC_N3559,201.57,DEPOSIT,DEV_N1889,192.168.1.23,0
TXN000887,1774548451,ACC_N2198,ACC_N3247,330.8,DEPOSIT,DEV_N4536,192.168.1.33,0
TXN000888,1774548456,ACC_N3741,ACC_N4996,391.44,TRANSFER,DEV_N4905,192.168.1.141,0
TXN000889,1774548457,ACC_N4320,ACC_N3554,47.9,DEPOSIT,DEV_N1881,192.168.1.8,0
TXN000890,1774548458,ACC_N2047,ACC_N3944,54.32,TRANSFER,DEV_N4177,192.168.1.105,0
TXN000891,1774548462,ACC_N2857,ACC_N3966,185.9,PAYMENT,DEV_N2824,192.168.1.56,0
TXN000892,1774548466,ACC_N1219,ACC_N2026,374.82,PAYMENT,DEV_N3698,192.168.1.59,0
TXN000893,1774548471,ACC_N4160,ACC_N2061,293.18,DEPOSIT,DEV_N1061,192.168.1.220,0
TXN000894,1774548474,ACC_N1612,ACC_N1744,58.74,PAYMENT,DEV_N1331,192.168.1.19,0
TXN000895,1774548479,ACC_N4976,ACC_N4884,65.92,TRANSFER,DEV_N2809,192.168.1.217,0
TXN000896,1774548482,ACC_N3190,ACC_N1329,42.45,TRANSFER,DEV_N3452,192.168.1.147,0
TXN000897,1774548485,ACC_N2873,ACC_N3926,49.61,PAYMENT,DEV_N2056,192.168.1.221,0
TXN000898,1774548488,ACC_N1537,ACC_N3607,153.77,PAYMENT,DEV_N1712,192.168.1.224,0
TXN000899,1774548491,ACC_N4216,ACC_N2558,127.71,TRANSFER,DEV_N3988,192.168.1.187,0
TXN000900,1774548493,ACC_N2459,ACC_N2380,382.8,DEPOSIT,DEV_N1887,192.168.1.115,0
TXN000901,1774548495,ACC_N1094,ACC_N1962,50.6,DEPOSIT,DEV_N4208,192.168.1.104,0
TXN000902,1774548496,ACC_N4505,ACC_N1683,278.92,PAYMENT,DEV_N3445,192.168.1.117,0
TXN000903,1774548498,ACC_N3909,ACC_N1281,356.77,DEPOSIT,DEV_N2791,192.168.1.215,0
TXN000904,1774548501,ACC_N4269,ACC_N1040,52.54,TRANSFER,DEV_N2399,192.168.1.236,0
TXN000905,1774548506,ACC_N4040,ACC_N3606,363.75,TRANSFER,DEV_N3667,192.168.1.118,0
TXN000906,1774548507,ACC_N1269,ACC_N2902,407.36,TRANSFER,DEV_N4375,192.168.1.168,0
TXN000907,1774548512,ACC_N4999,ACC_N3958,433.81,TRANSFER,DEV_N3396,192.168.1.78,0
TXN000908,1774548514,ACC_N2750,ACC_N3776,473.02,TRANSFER,DEV_N1091,192.168.1.201,0
TXN000909,1774548518,ACC_N3428,ACC_N1325,274.66,PAYMENT,DEV_N2622,192.168.1.7,0
TXN000910,1774548521,ACC_F100,ACC_F103,7594.6,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000911,1774548522,ACC_N2555,ACC_N2307,379.23,PAYMENT,DEV_N1906,192.168.1.108,0
TXN000912,1774548524,ACC_N2203,ACC_N4126,255.45,TRANSFER,DEV_N2811,192.168.1.72,0
TXN000913,1774548525,ACC_N2077,ACC_N3858,391.46,PAYMENT,DEV_N3105,192.168.1.21,0
TXN000914,1774548528,ACC_N4055,ACC_N4147,389.29,PAYMENT,DEV_N2078,192.168.1.186,0
TXN000915,1774548530,ACC_N2898,ACC_N1955,454.94,TRANSFER,DEV_N1283,192.168.1.157,0
TXN000916,1774548531,ACC_N4097,ACC_N2781,165.91,DEPOSIT,DEV_N1116,192.168.1.33,0
TXN000917,1774548532,ACC_N4999,ACC_N3525,205.38,PAYMENT,DEV_N4783,192.168.1.134,0
TXN000918,1774548535,ACC_N3304,ACC_N3563,355.75,TRANSFER,DEV_N3762,192.168.1.101,0
TXN000919,1774548538,ACC_N4357,ACC_N4803,280.9,TRANSFER,DEV_N4508,192.168.1.200,0
TXN000920,1774548540,ACC_N4936,ACC_N2704,356.78,TRANSFER,DEV_N2792,192.168.1.4,0
TXN000921,1774548544,ACC_F100,ACC_F100,6256.71,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000922,1774548547,ACC_N3424,ACC_N2481,370.45,DEPOSIT,DEV_N4545,192.168.1.208,0
TXN000923,1774548552,ACC_N2881,ACC_N3794,224.34,DEPOSIT,DEV_N1841,192.168.1.178,0
TXN000924,1774548557,ACC_N1969,ACC_N1744,299.11,PAYMENT,DEV_N4080,192.168.1.74,0
TXN000925,1774548558,ACC_N3710,ACC_N2720,203.32,TRANSFER,DEV_N4774,192.168.1.36,0
TXN000926,1774548561,ACC_N3193,ACC_N2961,379.09,DEPOSIT,DEV_N3760,192.168.1.121,0
TXN000927,1774548563,ACC_N2543,ACC_N2480,330.45,TRANSFER,DEV_N4091,192.168.1.140,0
TXN000928,1774548568,ACC_N1080,ACC_N4826,328.46,PAYMENT,DEV_N1044,192.168.1.64,0
TXN000929,1774548569,ACC_N3909,ACC_N3277,314.62,PAYMENT,DEV_N1822,192.168.1.44,0
TXN000930,1774548572,ACC_N2911,ACC_N2255,286.87,TRANSFER,DEV_N3825,192.168.1.60,0
TXN000931,1774548574,ACC_N3190,ACC_N3152,491.28,PAYMENT,DEV_N2700,192.168.1.2,0
TXN000932,1774548575,ACC_N1914,ACC_N2920,383.67,DEPOSIT,DEV_N3660,192.168.1.141,0
TXN000933,1774548578,ACC_F105,ACC_F104,6927.67,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000934,1774548582,ACC_N2653,ACC_N1857,437.04,PAYMENT,DEV_N4606,192.168.1.197,0
TXN000935,1774548584,ACC_N1447,ACC_N2351,448.53,DEPOSIT,DEV_N1009,192.168.1.217,0
TXN000936,1774548586,ACC_N3361,ACC_N2162,233.79,PAYMENT,DEV_N1059,192.168.1.166,0
TXN000937,1774548587,ACC_F104,ACC_F105,9871.87,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000938,1774548592,ACC_N2589,ACC_N2791,241.4,TRANSFER,DEV_N4106,192.168.1.156,0
